day,month,year,precip_amount_mm
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0.4
12,1,2023,0.1
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0
12,1,2023,0.5
12,1,2023,0.7
12,1,2023,0.5
12,1,2023,0.5
12,1,2023,1.3
12,1,2023,1.1
13,1,2023,0.4
13,1,2023,0.6
13,1,2023,0.8
13,1,2023,0.4
13,1,2023,0.1
13,1,2023,0.6
13,1,2023,0.2
13,1,2023,0.1
13,1,2023,0.1
13,1,2023,0.1
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
13,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
14,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
15,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
16,1,2023,0
17,1,2023,0
17,1,2023,0.1
17,1,2023,0.3
17,1,2023,0
17,1,2023,0.1
17,1,2023,0.8
17,1,2023,0.7
17,1,2023,0.7
17,1,2023,0
17,1,2023,0
17,1,2023,0
17,1,2023,0
17,1,2023,0.3
17,1,2023,0.3
17,1,2023,0
17,1,2023,0
17,1,2023,0
17,1,2023,0
17,1,2023,0.1
17,1,2023,0.2
17,1,2023,0.2
17,1,2023,0.2
17,1,2023,0
17,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,1.1
18,1,2023,0.1
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0.1
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
18,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0.1
19,1,2023,0
19,1,2023,0.2
19,1,2023,1.4
19,1,2023,1.1
19,1,2023,0.9
19,1,2023,0.4
19,1,2023,0.4
19,1,2023,0.3
19,1,2023,0
19,1,2023,0
19,1,2023,0
19,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0.6
20,1,2023,0.5
20,1,2023,0.4
20,1,2023,0.2
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
20,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
21,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0
22,1,2023,0.6
22,1,2023,0.8
22,1,2023,0.5
22,1,2023,0.4
22,1,2023,0.4
22,1,2023,0.1
22,1,2023,0
22,1,2023,0
22,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
23,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
24,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0
25,1,2023,0.2
25,1,2023,0.7
25,1,2023,0.7
25,1,2023,0.9
25,1,2023,2
25,1,2023,2.7
25,1,2023,3.5
25,1,2023,0.4
25,1,2023,0.3
25,1,2023,0.9
25,1,2023,1.2
25,1,2023,1.9
25,1,2023,1.8
26,1,2023,1.4
26,1,2023,0.6
26,1,2023,0.9
26,1,2023,0.6
26,1,2023,0
26,1,2023,0.3
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
26,1,2023,0
27,1,2023,0
27,1,2023,0.1
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0
27,1,2023,0.1
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0.2
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
28,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0.1
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0.5
29,1,2023,0.4
29,1,2023,0.3
29,1,2023,0.7
29,1,2023,0.8
29,1,2023,1.4
29,1,2023,0.5
29,1,2023,0.2
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0
29,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
30,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
31,1,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
1,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
2,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
3,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0.4
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
4,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
5,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
6,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
7,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
8,2,2023,0
9,2,2023,0
9,2,2023,0
9,2,2023,0
9,2,2023,0
9,2,2023,0
9,2,2023,0
9,2,2023,0
9,2,2023,0.2
9,2,2023,1
9,2,2023,1.5
9,2,2023,2.8
9,2,2023,2.9
9,2,2023,4.8
9,2,2023,4.9
9,2,2023,2.2
9,2,2023,0.4
9,2,2023,0
9,2,2023,0.3
9,2,2023,1.6
9,2,2023,2.4
9,2,2023,2.5
9,2,2023,0.2
9,2,2023,0.2
9,2,2023,0.1
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
10,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
11,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
12,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
13,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
14,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0.2
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
15,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0
16,2,2023,0.5
16,2,2023,1
16,2,2023,0.2
16,2,2023,1.1
16,2,2023,0.6
17,2,2023,0.7
17,2,2023,0.5
17,2,2023,3.1
17,2,2023,2.2
17,2,2023,0.4
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
17,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
18,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
19,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
20,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0.2
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
21,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0.1
22,2,2023,0
22,2,2023,0
22,2,2023,0
22,2,2023,0.3
22,2,2023,0.1
22,2,2023,0.1
22,2,2023,0.6
22,2,2023,0.8
22,2,2023,0.9
22,2,2023,2.6
22,2,2023,3.4
22,2,2023,3.5
22,2,2023,2.7
23,2,2023,2.5
23,2,2023,0.1
23,2,2023,0.3
23,2,2023,0.1
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0.1
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0.1
23,2,2023,0.1
23,2,2023,0.2
23,2,2023,0.1
23,2,2023,0
23,2,2023,0
23,2,2023,0
23,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
24,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0.3
25,2,2023,0.5
25,2,2023,0.1
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
25,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
26,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,0
27,2,2023,2.2
27,2,2023,1.8
27,2,2023,1
27,2,2023,0.3
27,2,2023,0.7
27,2,2023,0.5
28,2,2023,0.4
28,2,2023,0.4
28,2,2023,0.3
28,2,2023,0.8
28,2,2023,0.8
28,2,2023,0.3
28,2,2023,0.3
28,2,2023,0.1
28,2,2023,0.2
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
28,2,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
1,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
2,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,0
3,3,2023,2.3
3,3,2023,3.9
3,3,2023,7.4
3,3,2023,3.5
4,3,2023,3.4
4,3,2023,1.1
4,3,2023,1.1
4,3,2023,1.1
4,3,2023,0.9
4,3,2023,0.3
4,3,2023,0.2
4,3,2023,0.1
4,3,2023,0.1
4,3,2023,0
4,3,2023,0
4,3,2023,0.3
4,3,2023,0.9
4,3,2023,6.2
4,3,2023,0
4,3,2023,0
4,3,2023,0
4,3,2023,0
4,3,2023,0
4,3,2023,0
4,3,2023,0
